Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
400-series-24-combi-steam-oven-bottom-controls-right-hinged-plumbed-bs474612,"Horno Combi-Vapor con Toma de Agua Control Inferior Apertura Derecha 24"" — Serie 400","<p>400 Series 24"" Combi-steam oven, bottom controls, right-hinged, plumbed - Phased out Sep '25, check avail.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: BS474612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BS474612,shopify,0,continue,manual,16453.24,TRUE,TRUE,draft
400-series-24-combi-steam-oven-bottom-controls-left-hinged-plumbed-bs475612,"Horno Combi-Vapor con Toma de Agua Control Inferior Apertura Izquierda 24"" — Serie 400","<p>400 Series 24"" Combi-steam oven, bottom controls, left-hinged, plumbed - Phased out Sep '25, check avail.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: BS475612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BS475612,shopify,0,continue,manual,16453.24,TRUE,TRUE,draft
400-series-24-combi-steam-oven-top-controls-right-hinged-plumbed-repla-bs470612,"Horno Combi-Vapor con Toma de Agua Control Superior Apertura Derecha 24"" — Serie 400","<p>400 Series 24"" Combi-steam oven, top controls, right-hinged, plumbed - Replaced by GS470720. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: BS470612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BS470612,shopify,0,continue,manual,16453.24,TRUE,TRUE,draft
400-series-24-combi-steam-oven-top-controls-left-hinged-plumbed-replac-bs471612,"Horno Combi-Vapor con Toma de Agua Control Superior Apertura Izquierda 24"" — Serie 400","<p>400 Series 24"" Combi-steam oven, top controls, left-hinged, plumbed - Replaced by GS471720. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: BS471612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BS471612,shopify,0,continue,manual,16453.24,TRUE,TRUE,draft
cafetera-espresso-400-series-24-empotrar-conexion-red-agua-bisagra-izq-cm470712,"Cafetera Automática con Toma de Agua Apertura Izquierda 24"" — Serie 400","<p>Cafetera Espresso Gaggenau 400 Series 24 Pulgadas Empotrar Conexión Red Agua Bisagra Izquierda. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: CM470712</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,CM470712,shopify,0,continue,manual,8300.4,TRUE,TRUE,draft
400-series-24-single-oven-stainless-steel-left-hinge-replaced-by-go471-bo451612,"Horno Acero Inoxidable Apertura Izquierda 24"" — Serie 400","<p>400 Series 24"" single oven, stainless steel, left-hinge - Replaced by GO471720. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Inoxidable</li><li>Modelo: BO451612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BO451612,shopify,0,continue,manual,13092.88,TRUE,TRUE,draft
400-series-24-single-oven-stainless-steel-right-hinge-replaced-by-go47-bo450612,"Horno Acero Inoxidable Apertura Derecha 24"" — Serie 400","<p>400 Series 24"" single oven, stainless steel, right-hinge - Replaced by GO470720. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Inoxidable</li><li>Modelo: BO450612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BO450612,shopify,0,continue,manual,13092.88,TRUE,TRUE,draft
cafetera-espresso-automatica-400-series-24-tanque-control-superior-izq-cm450712,"Cafetera Automática con Tanque Apertura Izquierda 24"" — Serie 400","<p>Cafetera Espresso Automática Gaggenau 400 Series 24 Pulgadas Tanque Control Superior Izquierdo. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: CM450712</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,CM450712,shopify,0,continue,manual,7600.7,TRUE,TRUE,draft
400-series-30-combi-steam-oven-bottom-controls-right-hinged-plumbed-re-bs484612,"Horno Combi-Vapor con Toma de Agua Apertura Derecha 30"" — Serie 400","<p>400 Series 30"" Combi-steam oven, bottom controls, right-hinged, plumbed - Replaced by GS480720. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: BS484612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BS484612,shopify,0,continue,manual,17982.23,TRUE,TRUE,draft
400-series-30-combi-steam-oven-bottom-controls-left-hinged-plumbed-rep-bs485612,"Horno Combi-Vapor con Toma de Agua Apertura Izquierda 30"" — Serie 400","<p>400 Series 30"" Combi-steam oven, bottom controls, left-hinged, plumbed - Replaced by GS481720. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: BS485612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BS485612,shopify,0,continue,manual,17982.23,TRUE,TRUE,draft
400-series-30-single-oven-stainless-steel-left-hinge-replaced-by-go481-bo481613,"Horno Acero Inoxidable Apertura Izquierda 30"" — Serie 400","<p>400 Series 30"" single oven, stainless steel, left-hinge - Replaced by GO481721. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Acabado: Inoxidable</li><li>Modelo: BO481613</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BO481613,shopify,0,continue,manual,15842.78,TRUE,TRUE,draft
400-series-30-single-oven-stainless-steel-right-hinge-replaced-by-go48-bo480613,"Horno Acero Inoxidable Apertura Derecha 30"" — Serie 400","<p>400 Series 30"" single oven, stainless steel, right-hinge - Replaced by GO480721. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Acabado: Inoxidable</li><li>Modelo: BO480613</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BO480613,shopify,0,continue,manual,15842.78,TRUE,TRUE,draft
campana-retractil-36-luz-sin-motor-al400792,"Extractor Descendente Retráctil 36"" — Serie 400","<p>Campana Retráctil Gaggenau 36 Pulgadas Luz Sin Motor. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 36.0""</li><li>Modelo: AL400792</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 36.0"", Moneda USD",FALSE,Title,Default Title,AL400792,shopify,0,continue,manual,7653.2,TRUE,TRUE,draft
400-series-36-vario-induction-cooktop-2-flex-induction-zones-13-wok-co-vi492613,"Parrilla de Inducción 2 Zonas Flex y Zona Wok Home Connect 36"" — Vario Serie 400","<p>400 Series 36"" Vario Induction Cooktop, 2 Flex Induction Zones + 13"" Wok Cooking Zone, Home Connect. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 36.0""</li><li>Energía: Inducción</li><li>Modelo: VI492613</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inducción, Bajo pedido, 36.0"", Moneda USD",FALSE,Title,Default Title,VI492613,shopify,0,continue,manual,10464.35,TRUE,TRUE,draft
400-series-double-30-oven-stainless-steel-right-hinged-bx480612,"Horno Doble Acero Inoxidable Apertura Derecha 30"" — Serie 400","<p>400 Series double 30"" oven, stainless steel, right-hinged - Phased out Sep '25, check avail.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Acabado: Inoxidable</li><li>Modelo: BX480612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BX480612,shopify,0,continue,manual,22566.36,TRUE,TRUE,draft
400-series-double-30-oven-stainless-steel-left-hinged-bx481612,"Horno Doble Acero Inoxidable Apertura Izquierda 30"" — Serie 400","<p>400 Series double 30"" oven, stainless steel, left-hinged - Phased out Sep '25, check avail.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Acabado: Inoxidable</li><li>Modelo: BX481612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BX481612,shopify,0,continue,manual,22566.36,TRUE,TRUE,draft
400-series-remote-blower-for-use-with-al400721-791-vl-414-knob-aa49071-ar401742,Motor de Extracción Remoto para AL 400 y VL 414 — Serie 400,<p>400 SERIES REMOTE BLOWER FOR USE W/ AL400721/791  VL 414 + KNOB AA490711  AI/A. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AR401742</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AR401742,shopify,0,continue,manual,3882.63,TRUE,TRUE,draft
air-collector-box-for-2-flat-ducts-for-al400-retractable-downdraft-ad704050,Caja Colectora de Aire para 2 Ductos Planos AL 400,<p>Caja Colectora de Aire Gaggenau para Ductos Planos Retráctiles Al400. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD704050</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD704050,shopify,0,continue,manual,516.95,TRUE,TRUE,draft
air-frying-tray-set-for-30go-ovens-ba028110,"Set de Charolas para Freír al Aire Hornos GO 30""","<p>Air frying tray Set for 30”GO ovens. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: BA028110</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,BA028110,shopify,0,continue,manual,420.35,TRUE,TRUE,draft
carbon-airfilter-replacement-for-24-under-counter-wine-climate-cabinet-ra250220,"Filtro de Carbón de Repuesto para Cava Bajo Encimera 24""","<p>Carbon Airfilter Replacement for 24"" Under Counter Wine Climate Cabinet - Launching July '26. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: RA250220</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RA250220,shopify,0,continue,manual,167.09,TRUE,TRUE,draft
connection-piece-for-al400722-al400792-for-rectangular-dn150-metal-duc-ad854050,Pieza de Conexión para Ducto Rectangular DN 150 (AL 400),<p>Conector Ducto Metálico Rectangular Dn150 Gaggenau Al400722 Al400792. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854050</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854050,shopify,0,continue,manual,237.59,TRUE,TRUE,draft
dark-brushed-stainless-steel-door-panel-handleless-18-launching-june-2-rva428120,"Panel de Puerta Acero Inoxidable Oscuro sin Manija 18""","<p>Dark brushed stainless steel door panel, handleless, 18"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA428120</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA428120,shopify,0,continue,manual,1678.78,TRUE,TRUE,draft
dark-brushed-stainless-steel-door-panel-handleless-24-launching-june-2-rva428620,"Panel de Puerta Acero Inoxidable Oscuro sin Manija 24""","<p>Dark brushed stainless steel door panel, handleless, 24"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA428620</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA428620,shopify,0,continue,manual,1819.76,TRUE,TRUE,draft
dark-brushed-stainless-steel-door-panel-handleless-30-launching-june-2-rva428722,"Panel de Puerta Acero Inoxidable Oscuro sin Manija 30""","<p>Dark brushed stainless steel door panel, handleless, 30"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA428722</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,RVA428722,shopify,0,continue,manual,1958.14,TRUE,TRUE,draft
dark-brushed-stainless-steel-door-panel-handleless-35-5-launching-june-rva428924,"Panel de Puerta Acero Inoxidable Oscuro sin Manija 35.5""","<p>Dark brushed stainless steel door panel, handleless, 35.5"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Cepillado</li><li>Modelo: RVA428924</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA428924,shopify,0,continue,manual,2099.13,TRUE,TRUE,draft
dark-brushed-stainless-steel-door-panel-with-handle-18-launching-june--rva421120,"Panel de Puerta Acero Inoxidable Oscuro con Manija 18""","<p>Dark brushed stainless steel door panel with handle, 18"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 18.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA421120</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 18.0"", Moneda USD",FALSE,Title,Default Title,RVA421120,shopify,0,continue,manual,1958.14,TRUE,TRUE,draft
dark-brushed-stainless-steel-door-panel-with-handle-24-launching-june--rva421620,"Panel de Puerta Acero Inoxidable Oscuro con Manija 24""","<p>Dark brushed stainless steel door panel with handle, 24"" (Launching June '26). Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Cepillado</li><li>Modelo: RVA421620</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Cepillado, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RVA421620,shopify,0,continue,manual,2099.13,TRUE,TRUE,draft
